Incidence Rate Report by State

"Lung & Bronchus (All Stages^), 2018"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

State, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Iowa(7)",19000,***,52.6 ,49.5, 55.8,20 , 9 , 33,1160,stable,-1.5 ,-3.8, 0.9
"Massachusetts(7)",25000,***,52.6 ,50.5, 54.7,21 , 13 , 28,2610,falling,-3.1 ,-5.2, -0.9
"Wisconsin(2)",55000,***,52.5 ,50.3, 54.8,22 , 12 , 29,2164,stable,-0.8 ,-1.7, 0.2
"Vermont(2)",50000,***,51.7 ,45.3, 59,23 , 5 , 41,248,falling,-2.3 ,-3.5, -1.0
"Connecticut(7)",09000,***,49.9 ,47.2, 52.7,24 , 17 , 38,1336,falling,-1.2 ,-1.7, -0.7
"South Carolina(2)",45000,***,49.8 ,47.5, 52.1,25 , 18 , 37,1900,falling,-1.8 ,-3.1, -0.5
"New Jersey(7)",34000,***,49.6 ,47.9, 51.4,26 , 21 , 36,3159,falling,-1.3 ,-1.9, -0.8
"Alabama(2)",01000,***,49.4 ,47.1, 51.8,27 , 18 , 38,1751,falling,-1.3 ,-2.0, -0.6
"Kansas(2)",20000,***,49.1 ,46, 52.4,28 , 16 , 40,950,stable,-0.2 ,-0.7, 0.3
"Nebraska(2)",31000,***,48.9 ,45.1, 53.1,29 , 14 , 40,614,stable,0.0 ,-0.6, 0.5
"South Dakota(2)",46000,***,48.9 ,43.2, 55,30 , 9 , 42,287,rising,1.0 ,0.4, 1.6
"Louisiana(7)",22000,***,48.1 ,45.7, 50.6,31 , 21 , 40,1513,falling,-1.5 ,-2.0, -0.9
"Georgia(7)",13000,***,48.1 ,46.4, 49.8,32 , 23 , 39,3161,falling,-1.5 ,-1.9, -1.1
"Florida(2)",12000,***,47.8 ,46.8, 48.9,33 , 26 , 38,8380,falling,-1.9 ,-2.3, -1.5
"Minnesota(2)",27000,***,47.6 ,45.4, 50,34 , 22 , 40,1769,stable,0.3 ,-0.1, 0.7
"Washington(4)",53000,***,47.4 ,45.4, 49.4,35 , 24 , 40,2291,falling,-1.6 ,-1.9, -1.3
"Oregon(2)",41000,***,47.2 ,44.7, 49.8,36 , 23 , 41,1400,falling,-2.5 ,-3.3, -1.7
"Maryland(2)",24000,***,46.9 ,44.8, 49,37 , 25 , 41,1961,falling,-1.3 ,-1.6, -1.0
"Virginia(2)",51000,***,45.8 ,44.1, 47.7,38 , 29 , 41,2610,falling,-1.5 ,-2.1, -1.0
"Montana(2)",30000,***,44 ,39.4, 49.1,39 , 23 , 46,348,falling,-1.0 ,-1.9, -0.1
"Alaska(2)",02900,***,44 ,37.2, 51.7,40 , 14 , 48,162,falling,-2.5 ,-3.6, -1.4
"Idaho(7)",16000,***,41.2 ,37.5, 45.3,41 , 34 , 46,455,stable,-0.4 ,-0.9, 0.1
"Texas(2)",48000,***,40.1 ,39.1, 41.1,42 , 39 , 44,6334,falling,-1.9 ,-2.1, -1.7
"Wyoming(2)",56000,***,38.6 ,32.5, 45.7,43 , 29 , 49,146,falling,-1.4 ,-2.3, -0.6
"Arizona(2)",04000,***,37.9 ,36.2, 39.7,44 , 41 , 47,1918,falling,-2.6 ,-3.4, -1.8
"District of Columbia(2)",11001,***,37.9 ,31.9, 44.7,45 , 33 , 49,147,falling,-5.7 ,-9.7, -1.6
"Colorado(2)",08000,***,36.2 ,34.2, 38.4,46 , 42 , 48,1225,falling,-1.5 ,-1.8, -1.2
"Hawaii(7)",15000,***,34.5 ,31, 38.4,47 , 41 , 49,365,falling,-1.1 ,-1.8, -0.4
"California(7)",06000,***,34.1 ,33.4, 34.9,48 , 45 , 48,8260,falling,-2.4 ,-2.7, -2.1
"New Mexico(7)",35000,***,29.4 ,26.7, 32.4,49 , 48 , 49,442,falling,-2.4 ,-3.4, -1.5
"Utah(7)",49000,***,23 ,20.6, 25.6,50 , 50 , 50,339,stable,0.4 ,0.0, 0.8
"Puerto Rico(2)",72001,***,11 ,9.7, 12.4,N/A , N/A , N/A,299,stable,-2.7 ,-6.5, 1.3
"Nevada(2)",32000,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 10/19/2022 3:41 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2018 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"[trend note] Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
*** No Healthy People 2020 Objective for this cancer.
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

"1 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2018) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2020 submission."
"2 Source: National Program of Cancer Registries SEER*Stat Database (2001-2018) - United States Department of Health and Human Services, Centers for Disease Control and Prevention (based on the 2020 submission).  [ https://www.cdc.gov/cancer/npcr/index.htm ]"
"4 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2018) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2020 submission."
7 Source: SEER November 2020 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2018 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2020 data. "


"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
