Incidence Rate Report by State

"Non-Hodgkin Lymphoma (All Stages^), 2018"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

State, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Utah(7)",49000,***,13.9 ,12, 16,35 , 8 , 49,203,falling,-1.6 ,-2.9, -0.3
"Missouri(2)",29000,***,13.9 ,12.8, 15.1,36 , 15 , 47,576,falling,-0.6 ,-1.1, -0.1
"North Carolina(2)",37000,***,13.9 ,13, 14.8,37 , 19 , 46,947,falling,-0.8 ,-1.4, -0.2
"Arkansas(2)",05000,***,13.9 ,12.3, 15.7,38 , 10 , 49,283,stable,-0.4 ,-1.0, 0.3
"Kansas(2)",20000,***,13.8 ,12.1, 15.6,39 , 11 , 49,258,falling,-1.1 ,-1.8, -0.4
"Texas(2)",48000,***,13.8 ,13.2, 14.4,40 , 24 , 45,2119,falling,-1.5 ,-1.7, -1.3
"Colorado(2)",08000,***,13.6 ,12.4, 15,41 , 16 , 49,451,falling,-1.6 ,-1.9, -1.2
"North Dakota(2)",38000,***,13.4 ,10.2, 17.4,42 , 2 , 50,63,falling,-4.2 ,-7.3, -1.0
"Alaska(2)",02900,***,13.1 ,9.4, 17.7,43 , 1 , 50,45,falling,-2.4 ,-3.9, -0.8
"Virginia(2)",51000,***,13 ,12.1, 14.1,44 , 26 , 49,706,stable,-0.2 ,-0.8, 0.4
"New Mexico(7)",35000,***,12.5 ,10.6, 14.6,45 , 18 , 50,173,stable,0.3 ,-0.2, 0.8
"South Carolina(2)",45000,***,12.4 ,11.2, 13.6,46 , 30 , 50,438,falling,-1.0 ,-1.7, -0.3
"Hawaii(7)",15000,***,12.2 ,10, 14.8,47 , 14 , 50,119,stable,0.2 ,-0.3, 0.8
"Puerto Rico(2)",72001,***,12.2 ,10.8, 13.7,N/A , N/A , N/A,300,stable,-0.8 ,-11.2, 10.9
"Arizona(2)",04000,***,11.9 ,10.9, 13,48 , 37 , 50,564,falling,-2.8 ,-4.2, -1.2
"District of Columbia(2)",11001,***,11.8 ,8.5, 16,49 , 4 , 50,44,stable,-1.3 ,-2.7, 0.0
"Alabama(2)",01000,***,11.5 ,10.3, 12.7,50 , 39 , 50,386,stable,-0.7 ,-1.3, 0.0
"Nevada(2)",32000,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 10/19/2022 3:42 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2018 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"[trend note] Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
*** No Healthy People 2020 Objective for this cancer.
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

"1 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2018) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2020 submission."
"2 Source: National Program of Cancer Registries SEER*Stat Database (2001-2018) - United States Department of Health and Human Services, Centers for Disease Control and Prevention (based on the 2020 submission).  [ https://www.cdc.gov/cancer/npcr/index.htm ]"
"4 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2018) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2020 submission."
7 Source: SEER November 2020 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2018 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2020 data. "


"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
