Incidence Rate Report by State

"Kidney & Renal Pelvis (All Stages^), 2018"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

State, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"South Dakota(2)",46000,***,11.6 ,8.6, 15.4,22 , 2 , 50,56,stable,1.2 ,-0.6, 3.0
"Utah(7)",49000,***,11.6 ,9.9, 13.5,23 , 8 , 48,171,rising,2.4 ,1.7, 3.1
"South Carolina(2)",45000,***,11.6 ,10.4, 12.9,24 , 12 , 44,402,rising,1.0 ,0.2, 1.8
"Montana(2)",30000,***,11.5 ,9, 14.6,25 , 3 , 50,81,stable,-1.0 ,-4.6, 2.7
"Minnesota(2)",27000,***,11.5 ,10.4, 12.8,26 , 14 , 45,393,rising,0.7 ,0.1, 1.4
"New York(7)",36000,***,11.4 ,10.8, 12.1,27 , 18 , 39,1463,stable,1.4 ,-0.5, 3.4
"Wisconsin(2)",55000,***,11.4 ,10.3, 12.6,28 , 14 , 45,439,rising,1.2 ,0.4, 1.9
"Michigan(4)",26000,***,11.4 ,10.6, 12.3,29 , 17 , 42,753,stable,0.3 ,-0.4, 1.0
"Georgia(7)",13000,***,11.3 ,10.5, 12.2,30 , 17 , 43,720,rising,1.7 ,1.1, 2.2
"New Jersey(7)",34000,***,11.3 ,10.4, 12.2,31 , 17 , 43,658,rising,0.7 ,0.1, 1.3
"Pennsylvania(2)",42000,***,11 ,10.3, 11.8,32 , 20 , 44,959,stable,0.6 ,-0.1, 1.2
"North Carolina(2)",37000,***,11 ,10.2, 11.8,33 , 19 , 45,750,stable,-1.2 ,-3.2, 0.9
"Arizona(2)",04000,***,10.9 ,9.9, 11.9,34 , 19 , 47,503,stable,-0.7 ,-1.7, 0.3
"New Mexico(7)",35000,***,10.8 ,9, 12.9,35 , 10 , 50,140,rising,2.0 ,1.6, 2.4
"Massachusetts(7)",25000,***,10.8 ,9.8, 11.8,36 , 19 , 48,501,falling,-0.8 ,-1.4, -0.1
"Washington(4)",53000,***,10.6 ,9.6, 11.6,37 , 21 , 48,473,stable,0.4 ,-0.3, 1.2
"Idaho(7)",16000,***,10.5 ,8.6, 12.7,38 , 11 , 50,110,rising,1.2 ,0.4, 2.0
"New Hampshire(2)",33000,***,10.5 ,8.4, 13,39 , 10 , 50,98,stable,0.5 ,-0.5, 1.4
"Maine(2)",23000,***,10.3 ,8.3, 12.6,40 , 13 , 50,106,stable,-5.9 ,-13.3, 2.1
"California(7)",06000,***,10.2 ,9.7, 10.6,41 , 32 , 47,2368,stable,0.5 ,-0.2, 1.2
"Colorado(2)",08000,***,10 ,8.9, 11.2,42 , 23 , 50,323,rising,0.9 ,0.4, 1.4
"District of Columbia(2)",11001,***,9.9 ,7, 13.8,43 , 6 , 50,38,stable,0.4 ,-1.2, 2.0
"Florida(2)",12000,***,9.9 ,9.4, 10.5,44 , 33 , 49,1552,stable,0.3 ,-0.2, 0.7
"Oregon(2)",41000,***,9.8 ,8.6, 11.1,45 , 24 , 50,268,stable,-0.7 ,-1.6, 0.2
"Rhode Island(2)",44000,***,9.6 ,7.4, 12.3,46 , 14 , 50,71,stable,-0.4 ,-1.8, 1.0
"Wyoming(2)",56000,***,9.6 ,6.5, 13.7,47 , 5 , 50,34,stable,1.2 ,-1.5, 4.0
"Connecticut(7)",09000,***,9.5 ,8.3, 10.9,48 , 25 , 50,230,stable,-0.3 ,-1.6, 1.0
"Virginia(2)",51000,***,9.4 ,8.6, 10.3,49 , 36 , 50,503,stable,-0.6 ,-1.9, 0.8
"Hawaii(7)",15000,***,8 ,6.2, 10.2,50 , 31 , 50,72,stable,-1.6 ,-4.4, 1.3
"Puerto Rico(2)",72001,***,5.4 ,4.5, 6.5,N/A , N/A , N/A,131,stable,-0.8 ,-14.0, 14.5
"Nevada(2)",32000,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 10/19/2022 3:39 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2018 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"[trend note] Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
*** No Healthy People 2020 Objective for this cancer.
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

"1 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2018) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2020 submission."
"2 Source: National Program of Cancer Registries SEER*Stat Database (2001-2018) - United States Department of Health and Human Services, Centers for Disease Control and Prevention (based on the 2020 submission).  [ https://www.cdc.gov/cancer/npcr/index.htm ]"
"4 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2018) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2020 submission."
7 Source: SEER November 2020 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2018 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2020 data. "


"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
