Incidence Rate Report by State

"Stomach (All Stages^), 2018"

"All Races (includes Hispanic), Male, All Ages"

Sorted by Rate

State, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Delaware(2)",10000,***,8.7 ,6.4, 11.6,13 , 1 , 50,50,stable,-1.0 ,-2.6, 0.6
"District of Columbia(2)",11001,***,8.6 ,5.5, 12.7,14 , 1 , 50,26,stable,-1.0 ,-2.8, 0.8
"South Carolina(2)",45000,***,8.5 ,7.5, 9.7,15 , 3 , 38,251,falling,-1.1 ,-1.9, -0.3
"Texas(2)",48000,***,8.4 ,7.9, 8.9,16 , 9 , 30,1101,falling,-1.5 ,-1.9, -1.0
"Pennsylvania(2)",42000,***,8.2 ,7.6, 8.9,17 , 8 , 35,646,falling,-1.6 ,-2.2, -1.1
"Connecticut(7)",09000,***,8.2 ,7, 9.6,18 , 3 , 44,173,falling,-1.4 ,-1.8, -1.1
"Maine(2)",23000,***,8.2 ,6.3, 10.4,19 , 1 , 49,75,falling,-1.7 ,-3.1, -0.2
"North Carolina(2)",37000,***,8.1 ,7.4, 8.9,20 , 7 , 38,469,stable,0.0 ,-0.7, 0.7
"Massachusetts(7)",25000,***,8.1 ,7.2, 9.1,21 , 5 , 41,311,falling,-2.0 ,-2.7, -1.3
"Alabama(2)",01000,***,8.1 ,7.1, 9.3,22 , 4 , 44,228,stable,0.1 ,-0.7, 0.8
"Rhode Island(2)",44000,***,8 ,5.9, 10.7,23 , 1 , 50,49,stable,-1.4 ,-3.1, 0.3
"Nebraska(2)",31000,***,7.9 ,6.3, 9.9,24 , 2 , 50,82,stable,-0.4 ,-1.6, 0.8
"Ohio(2)",39000,***,7.9 ,7.2, 8.6,25 , 10 , 41,524,stable,-0.2 ,-0.8, 0.3
"Michigan(4)",26000,***,7.8 ,7.1, 8.6,26 , 11 , 42,469,falling,-1.7 ,-2.2, -1.2
"New Hampshire(2)",33000,***,7.8 ,5.9, 10.1,27 , 2 , 50,64,stable,-1.1 ,-2.3, 0.2
"North Dakota(2)",38000,***,7.7 ,5.3, 10.9,28 , 1 , 50,33,stable,0.1 ,-1.0, 1.2
"Montana(2)",30000,***,7.7 ,5.7, 10.3,29 , 1 , 50,50,stable,-1.5 ,-3.7, 0.7
"Virginia(2)",51000,***,7.7 ,6.9, 8.5,30 , 11 , 44,355,stable,-0.4 ,-1.4, 0.6
"Minnesota(2)",27000,***,7.5 ,6.6, 8.6,31 , 9 , 47,237,stable,-0.2 ,-1.0, 0.5
"Indiana(2)",18000,***,7.5 ,6.6, 8.5,32 , 11 , 46,278,stable,0.0 ,-0.8, 0.8
"Wyoming(2)",56000,***,7.5 ,4.8, 11.2,33 , 1 , 50,25,stable,-0.5 ,-2.8, 2.0
"Georgia(7)",13000,***,7.5 ,6.7, 8.3,34 , 13 , 45,396,falling,-0.9 ,-1.3, -0.4
"Washington(4)",53000,***,7.3 ,6.5, 8.2,35 , 14 , 47,302,falling,-1.6 ,-2.1, -1.0
"Utah(7)",49000,***,7.1 ,5.7, 8.8,36 , 8 , 50,91,falling,-1.4 ,-2.0, -0.7
"Tennessee(2)",47000,***,7 ,6.2, 8,37 , 17 , 49,265,stable,-0.2 ,-1.2, 0.9
"Florida(2)",12000,***,7 ,6.6, 7.5,38 , 25 , 46,994,stable,-3.4 ,-6.7, 0.1
"South Dakota(2)",46000,***,7 ,4.8, 9.8,39 , 2 , 50,34,falling,-1.6 ,-2.9, -0.2
"Oklahoma(2)",40000,***,6.9 ,5.8, 8.2,40 , 13 , 50,147,stable,-0.8 ,-1.9, 0.2
"Kansas(2)",20000,***,6.9 ,5.7, 8.3,41 , 9 , 50,112,stable,-0.7 ,-1.6, 0.2
"New Mexico(7)",35000,***,6.9 ,5.4, 8.6,42 , 8 , 50,83,falling,-1.5 ,-2.2, -0.8
"Idaho(7)",16000,***,6.8 ,5.2, 8.8,43 , 7 , 50,65,stable,-0.4 ,-1.5, 0.8
"Colorado(2)",08000,***,6.7 ,5.8, 7.7,44 , 20 , 50,198,stable,-0.3 ,-1.0, 0.5
"Arizona(2)",04000,***,6.7 ,5.9, 7.5,45 , 25 , 50,277,falling,-2.4 ,-4.2, -0.4
"Vermont(2)",50000,***,6.6 ,4.3, 9.8,46 , 2 , 50,29,stable,-0.3 ,-2.6, 2.0
"West Virginia(2)",54000,***,6.3 ,4.9, 7.9,47 , 15 , 50,75,stable,-1.2 ,-2.6, 0.2
"Missouri(2)",29000,***,6.2 ,5.4, 7.1,48 , 29 , 50,230,stable,-1.0 ,-1.9, 0.0
"Oregon(2)",41000,***,5.8 ,4.9, 6.9,49 , 32 , 50,147,stable,-7.9 ,-16.1, 1.1
"Iowa(7)",19000,***,5.6 ,4.6, 6.8,50 , 31 , 50,108,falling,-1.9 ,-2.2, -1.5
"Nevada(2)",32000,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 10/19/2022 3:46 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2018 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"[trend note] Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
*** No Healthy People 2020 Objective for this cancer.
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

"1 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2018) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2020 submission."
"2 Source: National Program of Cancer Registries SEER*Stat Database (2001-2018) - United States Department of Health and Human Services, Centers for Disease Control and Prevention (based on the 2020 submission).  [ https://www.cdc.gov/cancer/npcr/index.htm ]"
"4 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2018) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2020 submission."
7 Source: SEER November 2020 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2018 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2020 data. "


"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
