Incidence Rate Report by State

"Esophagus (All Stages^), 2018"

"All Races (includes Hispanic), Female, All Ages"

Sorted by Rate

State, FIPS,Met Healthy People Objective of ***?,"Age-Adjusted Incidence Rate([rate note]) - cases per 100,000","Lower 95% Confidence Interval","Upper 95% Confidence Interval","CI*Rank([rank note])","Lower CI (CI*Rank)","Upper CI (CI*Rank)",Average Annual Count,Recent Trend,"Recent 5-Year Trend ([trend note]) in Incidence Rates","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Kansas(2)",20000,***,1.8 ,1.3, 2.5,18 , 1 , 39,37,stable,1.5 ,-0.5, 3.5
"Georgia(7)",13000,***,1.8 ,1.5, 2.2,19 , 3 , 36,116,falling,-1.8 ,-2.7, -0.8
"Virginia(2)",51000,***,1.8 ,1.4, 2.2,20 , 3 , 36,99,falling,-1.5 ,-2.5, -0.5
"Florida(2)",12000,***,1.8 ,1.6, 2,21 , 7 , 32,309,falling,-0.9 ,-1.5, -0.3
"South Carolina(2)",45000,***,1.7 ,1.4, 2.2,22 , 2 , 38,68,falling,-2.0 ,-3.2, -0.8
"Indiana(2)",18000,***,1.7 ,1.4, 2.2,23 , 3 , 38,78,falling,-1.1 ,-2.0, -0.1
"New Jersey(7)",34000,***,1.7 ,1.4, 2.1,24 , 4 , 37,111,falling,-2.1 ,-2.7, -1.4
"Missouri(2)",29000,***,1.7 ,1.4, 2.2,25 , 3 , 38,78,stable,-0.2 ,-1.1, 0.8
"North Carolina(2)",37000,***,1.7 ,1.4, 2,26 , 7 , 37,120,falling,-1.7 ,-2.7, -0.6
"Tennessee(2)",47000,***,1.7 ,1.3, 2.1,27 , 4 , 39,77,stable,-0.5 ,-1.8, 0.8
"Louisiana(7)",22000,***,1.6 ,1.2, 2.2,28 , 3 , 39,51,stable,-1.1 ,-2.2, 0.1
"Oklahoma(2)",40000,***,1.6 ,1.1, 2.2,29 , 3 , 39,39,stable,0.1 ,-1.8, 2.0
"Kentucky(7)",21000,***,1.6 ,1.1, 2.1,30 , 4 , 39,47,stable,0.1 ,-1.4, 1.7
"Texas(2)",48000,***,1.6 ,1.4, 1.8,31 , 15 , 37,245,falling,-0.9 ,-1.6, -0.2
"Arkansas(2)",05000,***,1.5 ,1, 2.2,32 , 3 , 39,32,stable,-0.5 ,-2.4, 1.4
"Nebraska(2)",31000,***,1.5 ,0.9, 2.4,33 , 1 , 39,19,stable,-0.2 ,-2.2, 1.9
"Oregon(2)",41000,***,1.4 ,1, 1.9,34 , 8 , 39,43,falling,-9.2 ,-13.4, -4.7
"California(7)",06000,***,1.4 ,1.2, 1.5,35 , 26 , 39,336,falling,-1.8 ,-2.3, -1.3
"Mississippi(2)",28000,***,1.3 ,0.9, 2,36 , 6 , 39,28,*,*,*,*
"Arizona(2)",04000,***,1.3 ,1, 1.7,37 , 17 , 39,62,stable,-0.1 ,-2.0, 1.9
"New Mexico(7)",35000,***,1.2 ,0.7, 2,38 , 5 , 39,18,*,*,*,*
"Colorado(2)",08000,***,1.2 ,0.9, 1.7,39 , 17 , 39,40,falling,-1.9 ,-3.5, -0.2
"Puerto Rico(2)",72001,***,1 ,0.7, 1.6,N/A , N/A , N/A,28,stable,-3.4 ,-20.7, 17.6
"Alaska(2)",02900,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*
"Delaware(2)",10000,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*
"District of Columbia(2)",11001,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*
"Hawaii(7)",15000,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*
"Idaho(7)",16000,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*
"Montana(2)",30000,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*
"Nevada(2)",32000,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*
"North Dakota(2)",38000,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*
"South Dakota(2)",46000,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*
"Utah(7)",49000,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*
"Vermont(2)",50000,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*
"Wyoming(2)",56000,***,* ,*, *,* , * , *,15 or fewer,*,*,*,*

Created by statecancerprofiles.cancer.gov on 10/19/2022 3:38 pm.

State Cancer Registries may provide more current or more local data.


Trend
   Rising when 95% confidence interval of average annual percent change is above 0.
   Stable when 95% confidence interval of average annual percent change includes 0.
   Falling when 95% confidence interval of average annual percent change is below 0.

"[rate note] Incidence rates (cases per 100,000 population per year) are age-adjusted to the 2000 US standard population [http://www.seer.cancer.gov/stdpopulations/stdpop.19ages.html] (19 age groups: <1, 1-4, 5-9, ... , 80-84, 85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Rates calculated using SEER*Stat. Population counts for denominators are based on Census populations as modified [https://seer.cancer.gov/popdata/] by NCI. The 1969-2018 US Population Data File [https://seer.cancer.gov/popdata/] is used for SEER and NPCR incidence rates."
"[trend note] Incidence data come from different sources. Due to different years of data availability, most of the trends are AAPCs based on APCs but some are APCs calculated in SEER*Stat. Please refer to the source for each area for additional information."

Rates and trends are computed using different standards for malignancy. For more information see malignant.html.

"^ All Stages refers to any stage in the Surveillance, Epidemiology, and End Results (SEER) summary stage [ https://seer.cancer.gov/tools/ssm/ ]."
"[rank note]Results presented with the CI*Rank statistics help show the usefulness of ranks. For example, ranks for relatively rare diseases or less populated areas may be essentially meaningless because of their large variability, but ranks for more common diseases in densely populated regions can be very useful. More information about methodology can be found on the CI*Rank website."
*** No Healthy People 2020 Objective for this cancer.
Healthy People 2020 Objectives [ https://www.healthypeople.gov/ ]provided by the Centers for Disease Control and Prevention [ https://www.cdc.gov ]. 

"* Data has been suppressed to ensure confidentiality and stability of rate estimates.  Counts are suppressed if fewer than 16 records were reported in a specific area-sex-race category. If an average count of 3 is shown, the total number of cases for the time period is 16 or more which exceeds suppression threshold (but is rounded to 3)."

"1 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2018) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2020 submission."
"2 Source: National Program of Cancer Registries SEER*Stat Database (2001-2018) - United States Department of Health and Human Services, Centers for Disease Control and Prevention (based on the 2020 submission).  [ https://www.cdc.gov/cancer/npcr/index.htm ]"
"4 Source: National Program of Cancer Registries [ https://www.cdc.gov/cancer/npcr/index.htm ] and Surveillance, Epidemiology, and End Results [ http://seer.cancer.gov ] SEER*Stat Database (2001-2018) - United States Department of Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute. Based on the 2020 submission."
7 Source: SEER November 2020 submission.
"8 Source: Incidence data provided by the SEER Program. ( http://seer.cancer.gov ) AAPCs are calculated by the Joinpoint Regression Program ( https://surveillance.cancer.gov/joinpoint/ ) and are based on APCs. Data are age-adjusted to the 2000 US standard population ( http://www.seer.cancer.gov/stdpopulations/single_age.html ) (19 age groups: <1, 1-4, 5-9, ... , 80-84,85+). Rates are for invasive cancer only (except for bladder cancer which is invasive and in situ) or unless otherwise specified. Population counts for denominators are based on Census populations as modifed by NCI. The 1969-2018 US Population Data ( http://seer.cancer.gov/popdata/ ) File is used with SEER November 2020 data. "


"Interpret Rankings provides insight into interpreting cancer incidence statistics.  When the population size for a denominator is small, the rates may be unstable.  A rate is unstable when a small change in the numerator (e.g., only one or two additional cases) has a dramatic effect on the calculated rate."

Data for United States does not include Puerto Rico.
